"","titulo","autor","precio","enlace","id_libro","editorial","paginas","anio","precio_pag"
"1006","TU TESIS EN ADMINISTRACION","MAYORAL, LUISA","17200.00","https://cuspide.com/producto/tu-tesis-en-administracion/",1006,"BIBLOS
","140
","01/01/2013
",122.857142857143
"1007","BITCOIN","TOLJ, JAVIER","31665.00","https://cuspide.com/producto/bitcoin/",1007,"RA-MA
","156
","01/01/2019
",202.980769230769
"1008","3. ECONOMIA SERIA PERO NO SOLEMNE","DE PABLO, JUAN CARLOS","38299.00","https://cuspide.com/producto/3-economia-seria-pero-no-solemne/",1008,"EDICIONES B
","352
","01/01/2016
",108.803977272727
"1009","MATEMATICAS FINANCIERAS","DUMRAUF, GUILLERMO","59290.00","https://cuspide.com/producto/matematicas-financieras/",1009,"ALFAOMEGA GRUPO EDITOR
","400
","01/01/2021
",148.225
"1010","LA RIQUEZA ESCONDIDA DE LAS NACIONES","ZUCMAN, GABRIEL","19990.00","https://cuspide.com/producto/la-riqueza-escondida-de-las-naciones/",1010,"SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","144
","01/01/2015
",138.819444444444
"1011","HUMAN RETAIL","ALVAREZ, MARCOS","46200.00","https://cuspide.com/producto/human-retail/",1011,"PROFIT
","208
","01/01/2023
",222.115384615385
"1012","GUIA DE ACCESO RAPIDO AL MARKETING EN REDES SOCIALES","RICHARDSON, NEIL; CARROLL, ANG...","23500.00","https://cuspide.com/producto/guia-de-acceso-rapido-al-marketing-en-redes-sociales/",1012,"GRANICA
","224
","01/01/2012
",104.910714285714
"1013","QUE CARAJO ES EMPRENDER – NVA ED","CHAMORRO, LAURA","21000.00","https://cuspide.com/producto/que-carajo-es-emprender-nva-ed/",1013,"LID
","264
","01/01/2023
",79.5454545454545
"1014","LOS 10 HABITOS CLAVE PARA GESTIONAR EMPRESAS Y NEG","CUATRECASAS, LLUIS","58900.00","https://cuspide.com/producto/los-10-habitos-clave-para-gestionar-empresas-y-neg/",1014,"PROFIT
","280
","01/01/2023
",210.357142857143
"1015","APRENDE A SUMAR","GUTIERREZ, PABLO","42500.00","https://cuspide.com/producto/aprende-a-sumar/",1015,"PROFIT
","170
","01/01/2023
",250
"1016","POLITICA ECONOMICA PARA DECIDIR EN TIEMPOS DIFICILES","DE PABLO, JUAN CARLOS","23900.00","https://cuspide.com/producto/politica-economica-para-decidir-en-tiempos-dificiles/",1016,"EL ATENEO
","432
","01/01/2019
",55.3240740740741
"1017","ENRIQUECIMIENTO","BOLTANSKI, LUC","45600.00","https://cuspide.com/producto/enriquecimiento/",1017,"ANAGRAMA
","768
","01/01/2024
",59.375
"1018","PROCEDIMIENTO FISCAL",NA,"9100.00","https://cuspide.com/producto/procedimiento-fiscal/",1018,"ERREPAR
","10
","01/01/2024
",910
"1019","BE 2.0","COLLINS, JIM","31147.00","https://cuspide.com/producto/be-2-0/",1019,"REVERTE
","416
","01/01/2024
",74.8725961538462
"1020","REFLEXIONES SOBRE LIDERAZGO Y FORMACION PROFESIONAL","BAGDEN, GUSTAVO; GROSSO, FERNA...","19000.00","https://cuspide.com/producto/reflexiones-sobre-liderazgo-y-formacion-profesional/",1020,"U.A.I Editorial
","201
","01/01/2018
",94.5273631840796
"1021","LA EMPRESA COMO PERSONA","GALLICHIO, SANTIAGO","24000.00","https://cuspide.com/producto/la-empresa-como-persona/",1021,"EUDEBA
","200
","01/01/2024
",120
"1022","APORTES AL DEBATE SOBRE LA TRIBUTACION EN AMERICA LATINA",NA,"35800.00","https://cuspide.com/producto/aportes-al-debate-sobre-la-tributacion-en-america-latina/",1022,"EUDEBA
","496
","01/01/2024
",72.1774193548387
"1023","MANUAL DE RELACIONES PUBLICAS E INSTITUCIONALES","DI GENOVA, ANTONIO EZEQUIEL","44000.00","https://cuspide.com/producto/manual-de-relaciones-publicas-e-institucionales/",1023,"UGERMAN EDITOR
","10
","01/01/2024
",4400
"1024","APLICACIONES DE LOS SEGUROS DE PERSONAS A LA GESTION ACTUARIAL","CASPARRI, MARIA TERESA; METELL...","29900.00","https://cuspide.com/producto/aplicaciones-de-los-seguros-de-personas-a-la-gestion-actuarial/",1024,"EUDEBA
","360
","01/01/2012
",83.0555555555556
"1025","LA ECONOMIA POLITICA DEL NEOLIBERALISMO","ETCHEMENDI, SEBASTIAN","24900.00","https://cuspide.com/producto/la-economia-politica-del-neoliberalismo/",1025,"EUDEBA
","400
","01/01/2015
",62.25
"1026","ESCALAR","CHAND, SAM","24700.00","https://cuspide.com/producto/escalar/",1026,"RENACER
","240
","01/01/2024
",102.916666666667
"1027","POR FIN ES JUEVES !","GOMES, DR PEDRO","49500.00","https://cuspide.com/producto/por-fin-es-jueves/",1027,"RBA LIBROS
","320
","01/01/2024
",154.6875
"1028","EL CUENTO DEL LIDERAZGO","REBOREDO, CLAUDIO","30000.00","https://cuspide.com/producto/el-cuento-del-liderazgo/",1028,"DAIN USINA CULTURAL
","196
","01/01/2024
",153.061224489796
"1029","SOMOS LA VOZ","LEDESMA, GUILLERMO","19700.00","https://cuspide.com/producto/somos-la-voz/",1029,"RENACER
","168
","01/01/2023
",117.261904761905
"1030","COSTEO DE PLATOS EN RESTAURANTES","DE BONIS, GERMAN","33880.00","https://cuspide.com/producto/costeo-de-platos-en-restaurantes/",1030,"UGERMAN EDITOR
","134
","01/01/2024
",252.835820895522
"1031","ADMINISTRACION ESTRATEGICA DEL TURISMO","PANIEGO, ALFREDO GUSTAVO","47300.00","https://cuspide.com/producto/administracion-estrategica-del-turismo/",1031,"UGERMAN EDITOR
","242
","01/01/2024
",195.454545454545
"1032","ARGENTINA DOLARIZADA","OCAMPO, EMILIO","24500.00","https://cuspide.com/producto/argentina-dolarizada/",1032,"GALERNA
","208
","01/01/2024
",117.788461538462
"1033","CEREMONIAL EMPRESARIAL: EL CEREMONIAL DE LAS RELACIONES PUBLICAS","DI GENOVA, ANTONIO EZEQUIEL","38500.00","https://cuspide.com/producto/ceremonial-empresarial-el-ceremonial-de-las-relaciones-publicas/",1033,"UGERMAN EDITOR
","264
","01/01/2022
",145.833333333333
"1034","TEORIA Y POLITICA ECONOMICA","BEKER, VICTOR","25500.00","https://cuspide.com/producto/teoria-y-politica-economica/",1034,"EUDEBA
","240
","01/01/2019
",106.25
"1035","LA VIDA DESPUES DE LA DEUDA","STIGLITZ, JOSEPH E.","27800.00","https://cuspide.com/producto/la-vida-despues-de-la-deuda/",1035,"EUDEBA
","456
","01/01/2016
",60.9649122807018
"1036","LIBERALISMO SIGLO XXI","GIACOMINI, DIEGO","26500.00","https://cuspide.com/producto/liberalismo-siglo-xxi/",1036,"GALERNA
","336
","01/01/2023
",78.8690476190476
"1037","PRECIOS TARIFAS Y SUBSIDIOS A LA ENERGIA","EINSTOSS, ALEJANDRO","20900.00","https://cuspide.com/producto/precios-tarifas-y-subsidios-a-la-energia/",1037,"EUDEBA
","192
","01/01/2021
",108.854166666667
"1038","MARKETING PARA INMOBILIARIOS","WOSCOBOINIC, GERARDO","38000.00","https://cuspide.com/producto/marketing-para-inmobiliarios-2/",1038,"LECTORUM – UGERMAN
","150
","01/01/2010
",253.333333333333
"1039","CREA TU TIENDA ONLINE","AVILES, VERONICA","23000.00","https://cuspide.com/producto/crea-tu-tienda-online/",1039,"PAGINA AZUL
","195
","01/01/2023
",117.948717948718
"1040","RECURSOS PARA HUMANOS QUE GERENCIAN",NA,"24900.00","https://cuspide.com/producto/recursos-para-humanos-que-gerencian/",1040,"EUDEBA
","232
","01/01/2013
",107.327586206897
"1041","TECNOSINIESTRO","KEENAN, THOMAS P","24900.00","https://cuspide.com/producto/tecnosiniestro/",1041,"EUDEBA
","296
","01/01/2017
",84.1216216216216
"1042","MEDIO SIGLO ENTRE TORMENTAS",NA,"27000.00","https://cuspide.com/producto/medio-siglo-entre-tormentas/",1042,"EUDEBA
","480
","01/01/2022
",56.25
"1043","MARKETING EXTRAORDINARIO","DI PACE, DAMIAN","26500.00","https://cuspide.com/producto/marketing-extraordinario/",1043,"EUDEBA
","344
","01/01/2016
",77.0348837209302
"1044","MANUAL DE SUPERVIVENCIA PARA EDITORES DEL SIGLO XXI","ESTEVES, FERNANDO","23900.00","https://cuspide.com/producto/manual-de-supervivencia-para-editores-del-siglo-xxi/",1044,"EUDEBA
","144
","01/01/2014
",165.972222222222
"1045","FUNDAMENTOS DE LA TEORIA GENERAL","KICILLOF, AXEL","25900.00","https://cuspide.com/producto/fundamentos-de-la-teoria-general/",1045,"EUDEBA
","500
","01/01/2007
",51.8
"1046","LA GESTION MODERNA EN RECURSOS HUMANOS","PEREZ VAN MORLEGAN, LUIS; AYAL...","38700.00","https://cuspide.com/producto/la-gestion-moderna-en-recursos-humanos/",1046,"EUDEBA
","480
","01/01/2012
",80.625
"1047","LA ECONOMIA ES UN FENOMENO SOCIAL",NA,"25000.00","https://cuspide.com/producto/la-economia-es-un-fenomeno-social/",1047,"EUDEBA
","288
","01/01/2019
",86.8055555555556
"1048","ECONOMIA  ETICA Y AMBIENTE","FAZIO, HORACIO","19900.00","https://cuspide.com/producto/economia-etica-y-ambiente/",1048,"EUDEBA
","180
","01/01/2012
",110.555555555556
"1049","LA ECONOMIA EN TIEMPOS DE DEFAULT","COHEN, MICHAEL","16900.00","https://cuspide.com/producto/la-economia-en-tiempos-de-default/",1049,"EUDEBA
","384
","01/01/2015
",44.0104166666667
"1050","LA CREDITOCRACIA Y LOS ARGUMENTOS PARA RESISTIRSE AL PAGO DE LAS DEUDAS","ROSS, ANDREW","24900.00","https://cuspide.com/producto/la-creditocracia-y-los-argumentos-para-resistirse-al-pago-de-las-deudas/",1050,"EUDEBA
","208
","01/01/2016
",119.711538461538
"1051","LIBRE EMPRESA O NACIONALIZACION DE LA INDUSTRIA DE LA CARNE","PUIGGROS, RODOLFO","26500.00","https://cuspide.com/producto/libre-empresa-o-nacionalizacion-de-la-industria-de-la-carne/",1051,"EUDEBA
","440
","01/01/2013
",60.2272727272727
"1052","DIALOGOS SOBRE EL MODELO AGROINDUSTRIAL ARGENTINO","FOLGUERA, GUILLERMO","30600.00","https://cuspide.com/producto/dialogos-sobre-el-modelo-agroindustrial-argentino/",1052,"EUDEBA
","414
","01/01/2022
",73.9130434782609
"1053","LA BUENA EMPRESA","VILLAFAE, JUSTO","24900.00","https://cuspide.com/producto/la-buena-empresa/",1053,"EUDEBA
","216
","01/01/2015
",115.277777777778
"1054","DE SMITH A KEYNES","KICILLOF, AXEL","30000.00","https://cuspide.com/producto/de-smith-a-keynes/",1054,"EUDEBA
","372
","01/01/2010
",80.6451612903226
"1055","LAPA: UNA MIRADA ORGANIZACIONAL","ZEMBORAIN, FEDERICO","24900.00","https://cuspide.com/producto/lapa-una-mirada-organizacional/",1055,"EUDEBA
","200
","01/01/2014
",124.5
"1056","LA RESURRECION","YEYATI, LEVY; VALENZUELA, DIEG...","22900.00","https://cuspide.com/producto/la-resurrecion/",1056,"EUDEBA
","320
","01/01/2013
",71.5625
"1057","EL APORTE DE LA PSICOLOGIA DEL TRABAJO","FILIPPI, GRACIELA","16900.00","https://cuspide.com/producto/el-aporte-de-la-psicologia-del-trabajo/",1057,"EUDEBA
","96
","01/01/2001
",176.041666666667
"1058","GESTION ESTRATEGICA DE COMUNICACION INSTITUCIONAL","DI GENOVA, ANTONIO EZEQUIEL","36500.00","https://cuspide.com/producto/gestion-estrategica-de-comunicacion-institucional/",1058,"UGERMAN EDITOR
","10
","01/01/2022
",3650
"1059","ORGANIZACION DE CONGRESOS Y CONVENCIONES","DI GENOVA, ANTONIO","23500.00","https://cuspide.com/producto/organizacion-de-congresos-y-convenciones/",1059,"UGERMAN EDITOR
","10
","01/01/2020
",2350
"1060","INTRODUCCION AL MARKETING GASTRONOMICO","CIALLELLA, CESAR","41500.00","https://cuspide.com/producto/introduccion-al-marketing-gastronomico/",1060,"UGERMAN EDITOR
","10
","01/01/2019
",4150
"1061","LA EMPRESA PENDIENTE","FERNANDEZ BELDA, JORGE","31000.00","https://cuspide.com/producto/la-empresa-pendiente/",1061,"UGERMAN EDITOR
","264
","01/01/2015
",117.424242424242
"1062","VENTA DE BIENES Y SERVICIOS INDUSTRIALES","FACCI, CARLOS","21000.00","https://cuspide.com/producto/venta-de-bienes-y-servicios-industriales/",1062,"UGERMAN EDITOR
","296
","01/01/2001
",70.945945945946
"1063","ESTRATEGIAS Y REALIDADES DE NEGOCIOS","AIMAR, CARLOS","16000.00","https://cuspide.com/producto/estrategias-y-realidades-de-negocios/",1063,"UGERMAN EDITOR
","352
","01/01/2000
",45.4545454545455
"1064","EL LADO B DEL BIENESTAR","SIRACUSA, MARTIN","30000.00","https://cuspide.com/producto/el-lado-b-del-bienestar/",1064,"DEL OTRO LADO
","204
","01/01/2019
",147.058823529412
"1065","ESTO NO VA A CAMBIAR SOLO","JUNYENT, MONTSE","18200.00","https://cuspide.com/producto/esto-no-va-a-cambiar-solo/",1065,"COMANEGRA
","176
","01/01/2019
",103.409090909091
"1066","CEREMONIAL EMPRESARIAL","DI GENOVA, ANTONIO EZEQUIEL","38500.00","https://cuspide.com/producto/ceremonial-empresarial/",1066,"LECTORUM – UGERMAN
","262
","01/01/2010
",146.946564885496
"1067","LA CUARTA PANTALLA","IGARZA, ROBERTO; VACAS, FRANCI...","23000.00","https://cuspide.com/producto/la-cuarta-pantalla/",1067,"LECTORUM – UGERMAN
","198
","01/01/2008
",116.161616161616
"1068","UNA PROSPERIDAD INAUDITA","PHELPS, EDMUND","31000.00","https://cuspide.com/producto/una-prosperidad-inaudita/",1068,"RBA LIBROS
","576
","01/01/2017
",53.8194444444444
"1069","LA OTRA CAMPANA","TOMBOLINI, MATIAS","18900.00","https://cuspide.com/producto/la-otra-campana/",1069,"GALERNA
","10
","01/01/2021
",1890
"1070","LIDERAZGO","AZCOAGA, MARIO LUIS","17900.00","https://cuspide.com/producto/liderazgo/",1070,"PLUMA Y PAPEL
","216
","01/01/2013
",82.8703703703704
"1071","LIBERTAD LIBERTAD LIBERTAD","MILEI, JAVIER","39900.00","https://cuspide.com/producto/libertad-libertad-libertad/",1071,"GALERNA
","560
","01/01/2019
",71.25
"1072","CAPACITACION Y EMPLEABILIDAD","ACEVEDO, JOSE LUIS","17900.00","https://cuspide.com/producto/capacitacion-y-empleabilidad/",1072,"GALERNA
","215
","01/01/2019
",83.2558139534884
"1073","PROPUESTAS SUPERADORAS PARA EL DESARROLLO ECONOMICO","CONESA, EDUARDO","15000.00","https://cuspide.com/producto/propuestas-superadoras-para-el-desarrollo-economico/",1073,"AMERIAN
","466
","01/01/2018
",32.1888412017167
"1074","TU FUTURO TRABAJO","CASTELAR, BORJA","19900.00","https://cuspide.com/producto/tu-futuro-trabajo/",1074,"GALERNA
","224
","01/01/2022
",88.8392857142857
"1075","PAGAN LOS POBRES","LANDONI, JUAN SEBASTIAN","19900.00","https://cuspide.com/producto/pagan-los-pobres/",1075,"GALERNA
","280
","01/01/2022
",71.0714285714286
"1076","EL CAMBIO HA CAMBIADO","CHAND, SAMUEL","25600.00","https://cuspide.com/producto/el-cambio-ha-cambiado/",1076,"WHITAKER HOUSE
","176
","01/01/2021
",145.454545454545
"1077","LADRONES DEL EXITO","AGUERO ESGAIB, ADOLFO","25600.00","https://cuspide.com/producto/ladrones-del-exito/",1077,"WHITAKER HOUSE
","176
","01/01/2021
",145.454545454545
"1078","COMO GANAR EN EL TRABAJO Y TENER EXITO EN LA VIDA","HYATT, MICHAEL & MEGAN","25600.00","https://cuspide.com/producto/como-ganar-en-el-trabajo-y-tener-exito-en-la-vida/",1078,"WHITAKER HOUSE
","224
","01/01/2021
",114.285714285714
"1079","EL DOLOR DEL LIDERAZGO","CHAND, SAMUEL","27300.00","https://cuspide.com/producto/el-dolor-del-liderazgo/",1079,"WHITAKER HOUSE
","240
","01/01/2021
",113.75
"1080","LLORAR , REIR , VIVIR","KENJI DIAZ, YOKOI","29900.00","https://cuspide.com/producto/llorar-reir-vivir/",1080,"PAIDOS
","224
","01/01/2025
",133.482142857143
"1081","ESTRATEGIAS EN EL MUNDO INMOBILIARIO","BUENO, ENRIQUE","21387.00","https://cuspide.com/producto/estrategias-en-el-mundo-inmobiliario/",1081,"DIAZ DE SANTOS
","128
","01/01/2009
",167.0859375
"1082","ANEM","BENEDETTI, LEAN","25000.00","https://cuspide.com/producto/anem/",1082,"EDICIONES ANDINAS
","224
","01/01/2025
",111.607142857143
"1083","CRISIS CAMBIO","LOIDI, JONATAN","30990.00","https://cuspide.com/producto/crisis-cambio/",1083,"TEMAS GRUPO EDITORIAL
","178
","01/01/2020
",174.101123595506
"1084","GEORGE SOROS","OSNOS, PETER L. W.","52400.00","https://cuspide.com/producto/george-soros/",1084,"PROFIT
","10
","01/01/2024
",5240
"1085","EL ARTE DE LA GUERRA APLICADO A LA EMPRESA","TZU, SUN","18500.00","https://cuspide.com/producto/el-arte-de-la-guerra-aplicado-a-la-empresa/",1085,"DEL NUEVO EXTREMO
","10
","01/01/2017
",1850
"1086","PRODUCIR EN LA NUEVA GLOBALIZACION","KULFAS, MATIAS","25990.00","https://cuspide.com/producto/producir-en-la-nueva-globalizacion/",1086,"SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","256
","01/01/2025
",101.5234375
"1087","AL ESTILO GEEK","MCAFEE, ANDREW","27900.00","https://cuspide.com/producto/al-estilo-geek/",1087,"EMPRESA ACTIVA
","416
","01/01/2025
",67.0673076923077
"1088","PENSA COMO EMPRESARIO","MONTE, PAULA","35000.00","https://cuspide.com/producto/pensa-como-empresario/",1088,"TAHIEL EDICIONES
","214
","01/01/2025
",163.551401869159
"1089","FILOSOFIA NOT WORK","LAURIA, PATSY","40000.00","https://cuspide.com/producto/filosofia-not-work/",1089,"TAHIEL EDICIONES
","290
","01/01/2025
",137.931034482759
"1090","VENDER ES FACIL","MIGDAL, LEO","35000.00","https://cuspide.com/producto/vender-es-facil/",1090,"TAHIEL EDICIONES
","178
","01/01/2025
",196.629213483146
"1091","LIBRO PARA EMPRENDEDORES","RAMOS, LUIS","40000.00","https://cuspide.com/producto/libro-para-emprendedores/",1091,"TAHIEL EDICIONES
","554
","01/01/2025
",72.202166064982
"1092","THE COACHING HABIT","BUNGAY STANIER, MICHAEL","28600.00","https://cuspide.com/producto/the-coaching-habit/",1092,"ARPA EDITORES
","240
","01/01/2024
",119.166666666667
"1093","GUIA DE ETIQUETA PARA JOVENES","IVENS, SARAH","15852.00","https://cuspide.com/producto/guia-de-etiqueta-para-jovenes/",1093,"AMAT
","156
","01/01/2007
",101.615384615385
"1094","TRABAJOS EN ESPACIOS CONFINADOS","GARCIA GOGENOLA, BARBARA","26726.50","https://cuspide.com/producto/trabajos-en-espacios-confinados/",1094,"FUNDACION CONFEMETAL
","10
","01/01/2014
",2672.65
"1095","LA SELECCION DE PERSONAL","VELS, AUGUSTO","53990.50","https://cuspide.com/producto/la-seleccion-de-personal/",1095,"HERDER
","640
","01/01/1998
",84.36015625
"1096","CUESTIONARIOS AUTOEVALUACION TECNICAS DE PREVENCION DE RIESGOS LABORALES","CORTES, JOSE","26726.50","https://cuspide.com/producto/cuestionarios-autoevaluacion-tecnicas-de-prevencion-de-riesgos-laborales/",1096,"TEBAR
","10
","01/01/2014
",2672.65
"1097","ADMINISTRACION GENERAL","BESSOUAT, EZEQUIEL; WOLKER, RA...","14000.00","https://cuspide.com/producto/administracion-general/",1097,"U.A.I Editorial
","680
","01/01/2020
",20.5882352941176
"1098","CLAVES PARA EL DESARROLLO DE AMERICA LATINA Y EL CARIBE","ASINELLI, CHRISTIAN GONZALO","35699.00","https://cuspide.com/producto/claves-para-el-desarrollo-de-america-latina-y-el-caribe/",1098,"EDICIONES B
","256
","01/01/2025
",139.44921875
"1099","ETAPAS DE LA PYME","QUIROS, JOSE MARIA","27690.00","https://cuspide.com/producto/etapas-de-la-pyme/",1099,"DIAZ DE SANTOS IMPORTADOS
","242
","01/01/2012
",114.421487603306
"1100","COMPORTAMIENTO ORGANIZACIONAL","CHIAVENATO, IDALBERTO","53977.00","https://cuspide.com/producto/comportamiento-organizacional-2/",1100,"MCGRAW-HILL
","464
","01/01/2018
",116.32974137931
"1101","LA RIQUEZA DE LAS NACIONES","SMITH, ADAM","35500.00","https://cuspide.com/producto/la-riqueza-de-las-naciones-2/",1101,"CATEDRA
","816
","01/01/2021
",43.5049019607843
"1102","LA GLOBALIZACION DEL CAPITAL","EICHENGREEN, BARRY","49556.00","https://cuspide.com/producto/la-globalizacion-del-capital/",1102,"ANTONI BOSCH
","10
","01/01/2023
",4955.6
"1103","PROTOCOLO EMPRESARIAL","MUOZ BODA, MARIA SOLEDAD","48317.00","https://cuspide.com/producto/protocolo-empresarial/",1103,"PARANINFO
","378
","01/01/2019
",127.822751322751
"1104","TOYOTA KATA","ROTHER, MIKE","70300.00","https://cuspide.com/producto/toyota-kata/",1104,"PROFIT
","336
","01/01/2017
",209.22619047619
"1105","INTRODUCCION A LAS TEORIAS MODERNAS DEL CRECIMIENTO ECONOMICO","JONES, HYWELL","39501.00","https://cuspide.com/producto/introduccion-a-las-teorias-modernas-del-crecimiento-economico/",1105,"ANTONI BOSCH
","320
","01/01/1988
",123.440625
"1106","ORGANIZATE CON EFICACIA","ALLEN, DAVID","23900.00","https://cuspide.com/producto/organizate-con-eficacia/",1106,"EMPRESA ACTIVA
","224
","01/01/2022
",106.696428571429
"1107","COACHING ONTOLOGICO :EL CAMINO AL DESPERTAR","GUIMIL, MARIA VICTORIA","15000.00","https://cuspide.com/producto/coaching-ontologico-el-camino-al-despertar/",1107,"DUNKEN SRL
","10
","01/01/2022
",1500
"1108","CONVENIO MULTILATERAL INGRESOS BRUTOS SELLOS",NA,"13750.00","https://cuspide.com/producto/convenio-multilateral-ingresos-brutos-sellos/",1108,"ERREPAR
","10
","01/01/2025
",1375
